Recipe Name,Ingredients,Link
Arbi Ke Meethe Chande Recipe,"Colocasia root (Arbi), Ghee, Sugar, Water",https://www.archanaskitchen.com/arbi-ke-meethe-chande-recipe
Lehsun ki Chutney - Spicy Garlic Chutney,"Garlic, Dry Red Chillies, Cumin seeds (Jeera), Lemon, Water, Salt",https://www.archanaskitchen.com/lahsun-ki-chutney-recipe-a-spicy-garlic-chutney
Mushroom Corn Masala Dosa Recipe Using Ragi Idli Dosa Batter,"White Urad Dal (Whole), Methi Seeds (Fenugreek Seeds), Idli Rice, Ragi Seeds, Ghee, Onions, Green Bell Pepper (Capsicum), Garlic, Button mushrooms, Sweet corn, Homemade tomato puree, Pav bhaji masala, Red Chilli powder, Tomato Ketchup, Salt, Mint Leaves (Pudina)",https://www.archanaskitchen.com/mushroom-corn-masala-dosa-recipe
Peanut Chutney Podi Recipe,"Roasted Peanuts (Moongphali), Dry Red Chillies, Garlic, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Curry leaves, Tamarind, Salt",https://www.archanaskitchen.com/peanut-chutney-powder-recipe
Kanchipuram Masala Dosa Recipe With Soya Dosa Batter,"Idli Rice, Soybeans (Whole Soya dal), White Urad Dal (Whole), Methi Seeds (Fenugreek Seeds), Chana dal (Bengal Gram Dal), Salt, Water, Onion, Carrot (Gajjar), Beetroot, Green Chilli, Oil, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Onions, Ginger, Green Chillies, Curry leaves, Potatoes (Aloo), Salt, Turmeric powder (Haldi), Idli Dosa Podi (Milagai Powder), Ghee",https://www.archanaskitchen.com/kanchipuram-masala-dosa-recipe
Baklava Recipe - Turkish Traditional Sweet,"Phyllo dough, Butter (Unsalted), Walnuts, Pistachios, Sugar, Cinnamon Powder (Dalchini), Cloves (Laung), Honey, Lemon juice, Water, Vanilla Extract",https://www.archanaskitchen.com/baklava-recipe-turkish-traditional-sweet
Orange Zested Shortbread Cookie Recipe (Egg Free/Eggless),"All Purpose Flour (Maida), Salt, Butter (Unsalted), Caster Sugar, Vanilla Extract, Orange Zest (Rind), Dark chocolate, Hazelnut",https://www.archanaskitchen.com/orange-zested-shortbread-cookies-recipe-egg-free-egglesss
Torcettini Di Saint Vincent (The Twisted Cookie Recipe),"Water, Active dry yeast, All Purpose Flour (Maida), Salt, Butter (Unsalted), Sugar",https://www.archanaskitchen.com/torcettini-di-saint-vincent-the-twisted-cookies
Southern Buttermilk Biscuits Recipe,"All Purpose Flour (Maida), Baking powder, Baking soda, Salt, Butter (Unsalted), Buttermilk, Fresh cream",https://www.archanaskitchen.com/southern-buttermilk-biscuits-recipe
Spiced Whole Wheat Cookie Recipe (Atta Biscuit),"Whole Wheat Flour, Sugar, Butter (Salted), Flax seed powder (flax meal), Cardamom Powder (Elaichi), Milk",https://www.archanaskitchen.com/spiced-whole-wheat-cookie-recipe-atta-biscuit
Vegetable Dal Pakora Recipe - Dal Bhajiya,"Chana dal (Bengal Gram Dal), Yellow Moong Dal (Split), Carrot (Gajjar), Onion, Green Chillies, Ginger, Enos Fruit Salt, Red Chilli powder, Turmeric powder (Haldi), Fennel seeds (Saunf), Coriander (Dhania) Leaves, Salt, Oil",https://www.archanaskitchen.com/vegetable-dal-pakora-recipe-dal-bajiya-spicy-lentil-fritters
पालक लहसुन स्टिर फ्राई रेसिपी - Spinach Stir Fry Recipe With Garlic,"पालक, लहसुन, मक्खन, नमक, काली मिर्च पाउडर, मिक्स्ड हर्ब्स",https://www.archanaskitchen.com/spinach-stir-fry-recipe-with-garlic-in-hindi
Avocado Raita Recipe,"Avocado, Green Chilli, Curd (Dahi / Yogurt), Roasted Peanuts (Moongphali), Coriander (Dhania) Leaves, Cumin powder (Jeera), Chaat Masala Powder, Salt, Red Chilli powder",https://www.archanaskitchen.com/avocado-and-pomegranate-raita
Basbousa Recipe - Middle Eastern Semolina Cake,"Sooji (Semolina/ Rava), Sugar, Dessicated Coconut, All Purpose Flour (Maida), Baking powder, Oil, Milk, Vanilla Extract, Whole Almonds (Badam), Water, Sugar, Lemon juice, Rose Essence",https://www.archanaskitchen.com/basbousa-recipe-middle-eastern-semolina-cake
Vegetarian Watermelon Jello Recipe,"Watermelon, Agar agar, Sugar",https://www.archanaskitchen.com/vegetarian-watermelon-jello-recipe
Chai Ka Masala Recipe - Homemade Spice Powder for Tea,"Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Dry ginger powder, Whole Black Peppercorns, Cinnamon Stick (Dalchini), Nutmeg powder",https://www.archanaskitchen.com/chai-ka-masala-recipe-homemade-spice-powder-for-tea
Spicy Marinara Sauce Recipe,"Tomatoes, Red onion, Garlic, Homemade tomato puree, Extra Virgin Olive Oil, Red Chilli flakes, Cumin powder (Jeera), Red Chilli powder, Dried oregano, Salt",https://www.archanaskitchen.com/spicy-marinara-sauce-recipe
Oats Mor Kali Recipe - Oats & Buttermilk Breakfast Porridge,"Green Chillies, Instant Oats (Oatmeal), Buttermilk, Asafoetida (hing), Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Green Chillies, Curry leaves, Salt, Ghee, Oil",https://www.archanaskitchen.com/oats-mor-kali-oats-buttermilk-porridge
Dates Chocolate & Nut Balls Recipe (Energy Balls),"Dates, Cashew nuts, Whole Almonds (Badam), Pistachios, Cocoa Powder, Sesame seeds (Til seeds), Ghee",https://www.archanaskitchen.com/dates-chocolate-nut-balls-recipe-energy-balls-recipe
French Madeleine Recipe,"Whole Eggs, Sugar, All Purpose Flour (Maida), Baking powder, Lemon zest, Vanilla Extract, Butter (Salted), Icing Sugar, Chocolate ganache",https://www.archanaskitchen.com/french-madeleine-recipe
Strawberry Upside Down Muffin Recipe,"All Purpose Flour (Maida), Caster Sugar, Baking powder, Milk, Whole Egg, Butter (Unsalted), Vanilla Extract, Strawberries, Caster Sugar, Water",https://www.archanaskitchen.com/strawberry-upside-down-muffin
Gluten-Free Mango and Coconut Milk Ice-Cream Recipe,"Mango (Ripe), Condensed Milk, Coconut milk, Mint Leaves (Pudina)",https://www.archanaskitchen.com/gluten-free-mango-and-coconut-milk-ice-cream-recipe
Vendakkai Puli Kuzhambu,"Tamarind Water, Coconut Oil, Mustard seeds (Rai/ Kadugu), Curry leaves, Methi Seeds (Fenugreek Seeds), Dry Red Chillies, Shallots, Garlic, Bhindi (Lady Finger/Okra), Homemade tomato puree, Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Salt, Oil",https://www.archanaskitchen.com/vendakkai-puli-kuzhambi-kerala-bhindi-curry-by-saransh-goila
Bengali Style Pomfret Shorshe Recipe - Pomfret In Mustard Gravy,"Pomfret fish, Mustard oil, Mustard oil, Garlic, Green Chillies, Kalonji (Onion Nigella Seeds), Mustard seeds (Rai/ Kadugu), Turmeric powder (Haldi), Salt",https://www.archanaskitchen.com/pomfret-shorshe-recipe-pomfret-in-mustard-gravy
Kobbari Charu Recipe - Coconut Milk & Dal Sambar Recipe,"Coconut milk, Water, Roasted Gram Dal (Pottukadalai), Green Chillies, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Turmeric powder (Haldi), Curry leaves, Salt, Coriander (Dhania) Leaves",https://www.archanaskitchen.com/kobbari-chaaru-recipe-coconut-milk-dal-sambar
Sadya Parippu Recipe - Kerala Style Lentils,"Arhar dal (Split Toor Dal), Shallots, Garlic, Ginger, Green Chillies, Coconut Oil, Curry leaves",https://www.archanaskitchen.com/sadya-parippu-kerala-style-lentils
Whole Wheat Strawberry Banana Muffins Recipe,"Whole Wheat Flour, Caster Sugar, Nutmeg powder, Baking powder, Baking soda, Whole Eggs, Milk, Oil, Vanilla Extract, Strawberries, Ripe Bananas",https://www.archanaskitchen.com/whole-wheat-strawberry-banana-muffins-recipe
Mixed Vegetable Cutlet Recipe,"Potatoes (Aloo), Carrot (Gajjar), Green Bell Pepper (Capsicum), Green peas (Matar), Onion, Garlic, Ginger, Garam masala powder, Coriander Powder (Dhania), Red Chilli powder, Cheese, White vinegar, Green Chillies, Coriander (Dhania) Leaves, Whole Egg, Whole Wheat Bread crumbs, Oil",https://www.archanaskitchen.com/mixed-vegetable-cutlets
Menthya Matvadi Palya Recipe - Madhwa Brahmin Style Methi-Chana Dal Sabzi,"Methi Leaves (Fenugreek Leaves), Oil, Mustard seeds (Rai/ Kadugu), Curry leaves, Dry Red Chillies, Salt, Chana dal (Bengal Gram Dal), Fresh coconut, Dry Red Chillies, Coriander (Dhania) Seeds, Curry leaves, Cumin seeds (Jeera), Turmeric powder (Haldi), Asafoetida (hing)",https://www.archanaskitchen.com/matwadi-palya-recipe-madhwa-brahmin-style-methi-chana-dal-sabzi
Moong Dal Mini Samosas - Delicious Tea Time Snack,"All Purpose Flour (Maida), Ghee, Salt, Kasuri Methi (Dried Fenugreek Leaves), Ajwain (Carom seeds), Lukewarm Water, Moong dal Namkeen, Asafoetida (hing), Mixed Spices, Oil, Corn flour",https://www.archanaskitchen.com/moong-dal-mini-samosas-delicious-tea-time-snack
Lasun Batata Poori Recipe - Spiced Coriander Fried Bread Recipe,"Potatoes (Aloo), Whole Wheat Flour, Garlic, Coriander (Dhania) Leaves, Amchur (Dry Mango Powder), Red Chilli powder, Turmeric powder (Haldi), Cumin seeds (Jeera), Salt, Baking soda, Oil",https://www.archanaskitchen.com/lasun-batata-poori-and-hirwi-chutney
Tofu and Chickpea Patty Recipe (Cutlets),"Tofu, Whole Wheat Bread crumbs, Onion, Coriander (Dhania) Leaves, Green Chillies, Ginger, Cumin powder (Jeera), Kala Chana (Brown Chickpeas), Chaat Masala Powder, Salt, Extra Virgin Olive Oil",https://www.archanaskitchen.com/tofu-and-chickpea-patties-recipe-cutlets
Kaju Pista Roll Recipe - Cashew Nut Pistachio Fudge,"Cashew nuts, Pistachios, Condensed Milk, Ghee, Milk Powder, Sugar, Rose water, Cardamom Powder (Elaichi)",https://www.archanaskitchen.com/kaju-pista-roll-recipe-cashew-nut-pistachio-fudge
Mooli Palak Sabji Recipe - Radish Spinach Sabzi,"Mooli/ Mullangi (Radish), Spinach Leaves (Palak), Green Chillies, Garlic, Salt, Coriander Powder (Dhania), Red Chilli powder, Turmeric powder (Haldi), Cumin seeds (Jeera), Oil",https://www.archanaskitchen.com/mooli-palak-sabji
Raw Banana Thoran Recipe,"Raw Banana, Coconut Oil, Mustard seeds (Rai/ Kadugu), Dry Red Chillies, Curry leaves, Pearl onions (Sambar Onions), Garlic, Turmeric powder (Haldi), Fresh coconut, Green Chillies, Coriander (Dhania) Leaves, Salt",https://www.archanaskitchen.com/raw-banana-thoran-recipe
Iyengar Vendakkai Mor kuzhambu Recipe,"Bhindi (Lady Finger/Okra), Coconut Oil, Ghee, Salt, Arhar dal (Split Toor Dal), Turmeric powder (Haldi), Methi Seeds (Fenugreek Seeds), Cumin seeds (Jeera), Fresh coconut, Ginger, Green Chillies, Dry Red Chillies, Coriander (Dhania) Leaves, Water, Curd (Dahi / Yogurt), Water, Salt, Ghee, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Dry Red Chillies",https://www.archanaskitchen.com/iyengar-style-vendakai-mor-kuzhambu
Mizoram Style Hmarcha Rawt - Roasted Green Chilli Chutney,"Green Chillies, Fresh Red chillies, Onion, Ginger, Salt",https://www.archanaskitchen.com/mizoram-style-hmarcha-rawt-roasted-green-chilli-chutney
The Croque Madame Sandwich Recipe,"Whole Wheat Brown Bread, Whole Eggs, Cheese, Butter (Salted), Whole Wheat Flour, Milk, Dijon Mustard, Nutmeg, Salt and Pepper, Butter (Salted)",https://www.archanaskitchen.com/croque-madame-recipe-a-classic-french-breakfast-dish
Savory Tart Recipe with Grape and Gouda Cheese,"All Purpose Pie Crust, Gouda cheese, Mozzarella cheese, Tomato, Green Grapes, Black olives, Tomato Basil Pasta Sauce, Mixed Herbs (Dried), Red Chilli flakes, Salt, Black pepper powder",https://www.archanaskitchen.com/savory-tart-recipe-with-grape-and-gouda-cheese
Spring Onion Pakora Recipe - Made In Kuzhi Paniyaram Pan,"Spring Onion (Bulb & Greens), Gram flour (besan), Rice flour, Green Chilli, Mint Leaves (Pudina), Red Chilli powder, Coriander (Dhania) Seeds, Turmeric powder (Haldi), Enos Fruit Salt, Salt, Oil",https://www.archanaskitchen.com/spring-onion-pakoda-recipe
Peach Lassi Recipe - Peach Yogurt Smoothie,"Curd (Dahi / Yogurt), Peaches, Mint Leaves (Pudina), Honey, Peaches, Mint Leaves (Pudina)",https://www.archanaskitchen.com/peach-lassi-recipe-peach-yogurt-drink-smoothie
Thai Spicy Green Papaya Salad Recipe With Sweet Corn - Som Tum Khao Pod,"Raw papaya, Carrots (Gajjar), Sweet corn, Tomato, Thai Red chilli (Birds Eye Chilli), Roasted Peanuts (Moongphali), Ginger, Garlic, Light soy sauce, Palm sugar, Salt",https://www.archanaskitchen.com/thai-spicy-corn-green-papaya-salad-recipe-som-tum-khao-pod
Homemade Low Fat Strawberry Frozen Yogurt Recipe,"Strawberries, Hung Curd (Greek Yogurt), Honey, Basil leaves",https://www.archanaskitchen.com/homemade-low-fat-strawberry-frozen-yogurt-recipe
Shikampuri Kebab Recipe - Kebabs made with Brown Chickpeas,"Kala Chana (Brown Chickpeas), Potato (Aloo), Ginger, Garlic, Green Chillies, Red Chilli powder, Amchur (Dry Mango Powder), Coriander Powder (Dhania), Garam masala powder, Black pepper powder, Salt, Coriander (Dhania) Leaves, Lemon juice, Gram flour (besan), Oil, Hung Curd (Greek Yogurt)",https://www.archanaskitchen.com/shikhampuri-kebab-recipe-kebabs-made-with-brown-chickpeas
Pomegranate Frozen Margarita Recipe,"Pomegranate juice, Fresh orange juice, Lemon juice, Ice cubes, Fresh Pomegranate Fruit Kernels, Salt, Pomegranate juice, Lemon juice, Tequila, Triple sec, Fresh Pomegranate Fruit Kernels, Ice cubes, Salt",https://www.archanaskitchen.com/pomegranate-frozen-margarita-recipe-with-non-alcoholic-options
Grilled Eggplant With Tahini & Yogurt Dip Recipe,"Brinjal (Baingan / Eggplant), Tzatziki, Tahini, Sun Dried Tomatoes, Pomegranate Sauce, Mint Leaves (Pudina), Salt and Pepper, Extra Virgin Olive Oil",https://www.archanaskitchen.com/grilled-eggplant-with-yogurt-dip-recipe
Spinach Cottage Cheese Cannelloni in Roasted Pepper Sauce Recipe,"Garlic, Onion, Green Bell Pepper (Capsicum), Oil, Butter (Salted), Tomato, Basil leaves, Red Chilli flakes, Salt, Fresh cream, Button mushrooms, Garlic, Onion, Spinach, Paneer (Homemade Cottage Cheese), Red Chilli flakes, Salt and Pepper",https://www.archanaskitchen.com/spinach-and-cottage-cheese-cannelloni-in-roasted-pepper-sauce-recipe
Assamese Style Mohura Pitha Recipe - Sweet Rice Dumplings Recipe,"Rice flour, Water, Salt, Fresh coconut, Jaggery, Raw Peanuts (Moongphali), Cinnamon Powder (Dalchini), Black pepper powder",https://www.archanaskitchen.com/sweet-rice-dumplings-recipe-mohura-pitha
Mizoram Special Koat Pitha Recipe (Banana Fritters),"Rice flour, Ripe Bananas, Jaggery, Water, Salt, Oil",https://www.archanaskitchen.com/mizoram-special-koat-pitha
Prawns Spinach Spaghetti Recipe,"Prawns, Spinach, Durum Wheat Spaghetti Pasta, Garlic, Extra Virgin Olive Oil, Butter (Salted), Lemon zest, Lemon juice, Black pepper powder, Paprika powder, Parsley leaves",https://www.archanaskitchen.com/prawns-and-spinach-spaghetti-recipe
Watermelon Cucumber Gazpacho Recipe,"Tomatoes, Watermelon, Cucumbers, Serrano Pepper, Red Wine Vinaigrette, Extra Virgin Olive Oil, Salt and Pepper, Basil leaves",https://www.archanaskitchen.com/watermelon-and-cucumber-gazpacho-recipe
केला बेसनी सब्ज़ी विधि रेसिपी - Kela Besani Sabzi Recipe,"कच्चे केले, बेसन, हींग, जीरा, हल्दी पाउडर, लाल मिर्च पाउडर, धनिया पाउडर, गरम मसाला पाउडर, दही, पानी, नमक, तेल, हरा धनिया, हरी मिर्च, तेल",https://www.archanaskitchen.com/kela-besani-sabzi-recipe-in-hindi
चॉकलेट बनाना स्मूथी बाउल रेसिपी - Chocolate Banana Smoothie Bowl Recipe,"केला, दूध, पीनट बटर, ओट्स, कोकोआ पाउडर, खजूर, अखरोट, केला, वीट ब्रान, क्रैनबेरी",https://www.archanaskitchen.com/chocolate-banana-smoothie-bowl-recipe-in-hindi
Baked Vegetables In Casserole Recipe,"Button mushrooms, Baby corn, Cauliflower (gobi), Carrot (Gajjar), Green beans (French Beans), Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Extra Virgin Olive Oil, Whole Wheat Flour, Butter (Salted), Milk, Lukewarm Water, Cheese, Salt and Pepper, Dried oregano",https://www.archanaskitchen.com/baked-vegetables-in-casserole-with-no-cheese-option
Pear And Walnut Salad Recipe,,https://www.archanaskitchen.com/pear-and-walnut-salad-recipe
Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes,"Whole Wheat Flour, Ragi Flour (Finger Millet/ Nagli), Bajra Flour ( Pearl Millet), Salt, Whole Black Peppercorns, Potatoes (Aloo), Red Chilli powder, Green Chillies, Coriander (Dhania) Leaves, Cumin seeds (Jeera), Oil",https://www.archanaskitchen.com/multigrain-crepe-recipe-filled-with-spicy-mashed-potatoes
मैंगलोर फिश करी रेसिपी - Mangalore Fish Curry Recipe,"किंग फिश, प्याज, हरी मिर्च, नारियल का दूध, तेल, धनिया पाउडर, लाल मिर्च पाउडर, इमली, हल्दी पाउडर, कढ़ी पत्ता, नमक",https://www.archanaskitchen.com/mangalore-fish-curry-recipe-in-hindi
Whole Wheat Stuffed Breadsticks Recipe,"Whole Wheat Flour, Active dry yeast, Sugar, Salt, Extra Virgin Olive Oil, Green Bell Pepper (Capsicum), Carrots (Gajjar), Mozzarella cheese, Red Chilli flakes, Dried oregano, Dried Thyme Leaves",https://www.archanaskitchen.com/whole-wheat-stuffed-bread-sticks-recipe
Herbed Muffins With Cheese Recipe,"All Purpose Flour (Maida), Sooji (Semolina/ Rava), Baking powder, Baking soda, Mixed Herbs (Dried), Pizza seasoning, Salt, Red Chilli flakes, Butter (Salted), Buttermilk, Mozzarella cheese",https://www.archanaskitchen.com/herbed-muffins-with-cheese-recipe
Maharashtrian Kanda Poha Recipe,"Poha (Flattened rice), Onion, Green Chillies, Curry leaves, Cumin seeds (Jeera), Oil, Sugar, Roasted Peanuts (Moongphali), Salt, Coriander (Dhania) Leaves, Lemon",https://www.archanaskitchen.com/maharashtrian-kanda-poha
Vegetable Filled Souffle Recipe,"Margarine (Reduced Calorie), All Purpose Flour (Maida), Salt, Cayenne Pepper, Milk, Egg whites, Egg yolks, White vinegar, Basil leaves, Onion, Garlic, Extra Virgin Olive Oil, Yellow Zucchini, Basil leaves, Parmesan cheese",https://www.archanaskitchen.com/vegetable-filled-souffle-recipe
Cabbage Pachadi Recipe,"Sesame (Gingelly) Oil, White Urad Dal (Split), Roasted Gram Dal (Pottukadalai), Cabbage (Patta Gobi/ Muttaikose), Green Chillies, Curry leaves, Salt, Tamarind Paste, Water, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Dry Red Chillies, Oil",https://www.archanaskitchen.com/cabbage-pachadi-recipe
Strawberry Oats Breakfast Smoothie Recipe,"Instant Oats (Oatmeal), Strawberries, Milk, Sugar, Ice cubes",https://www.archanaskitchen.com/strawberry-and-oats-breakfast-smoothie
Carrot Pineapple Orange Juice Recipe,"Carrots (Gajjar), Pineapple, Oranges, Honey, Salt",https://www.archanaskitchen.com/carrot-pineapple-orange-juice-a-vibrant-sunrise-refresher
Strawberry Lemonade Recipe With Grand Marnier,"Strawberries, Caster Sugar, Lemons, Ice cubes, Sugar, Aerated water (Soda Water), Grand Marnier",https://www.archanaskitchen.com/strawberry-lemonade
Cantaloupe Juice Recipe,"Cantaloupe, Sugar, Lemons, Mint Leaves (Pudina), Ice cubes, Salt",https://www.archanaskitchen.com/cantaloupe-melon-seeds-juice
Chow Chow and Carrot Kootu Recipe,"Chayote, Carrot (Gajjar), Turmeric powder (Haldi), Salt, Rice, Chana dal (Bengal Gram Dal), Fresh coconut, Cumin seeds (Jeera), Green Chilli, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves, Dry Red Chilli",https://www.archanaskitchen.com/chow-chow-and-carrot-kootu-recipe
Watermelon Smoothie Recipe,"Watermelon, Milk, Rose water, Honey, Ice cubes",https://www.archanaskitchen.com/watermelon-milkshake
Spicy Coconut Peanut Stuffed Baby Brinjal Recipe,"Small Brinjal (Baingan / Eggplant), Mustard oil, Mustard seeds (Rai/ Kadugu), Garlic, Salt, Raw Peanuts (Moongphali), Homemade tomato puree, Dry coconut (kopra), Cumin seeds (Jeera), Coriander Powder (Dhania), Garam masala powder, Salt, Red Chilli powder, Sesame seeds (Til seeds), Coriander (Dhania) Leaves",https://www.archanaskitchen.com/spicy-coconut-peanut-stuffed-baby-brinjal-recipe
Grilled Tofu in Spicy Plum Barbecue Sauce,"Plums, Garlic, Ginger, Dry Red Chillies, Apple cider vinegar, Brown Sugar (Demerara Sugar), Soy sauce, Whole Black Peppercorns, Cinnamon Stick (Dalchini), Fennel seeds (Saunf), Cloves (Laung), Salt, Tofu, Whole Wheat Bread crumbs, Oil, Salt, Dried oregano",https://www.archanaskitchen.com/grilled-tofu-in-spicy-plum-barbecue-sauce
Blueberry Banana Smoothie Recipe,"Curd (Dahi / Yogurt), Blueberries, Ripe Bananas, Honey",https://www.archanaskitchen.com/blueberry-smoothie
Jain Style Corn Palak Recipe,"Spinach Leaves (Palak), Sweet corn, Salt, Sugar, Kasuri Methi (Dried Fenugreek Leaves), Lemon juice, Garam masala powder, Red Chilli powder, Cumin powder (Jeera), Oil, Tomatoes, Green Chillies, Cashew nuts, Oil, Cumin seeds (Jeera), Asafoetida (hing), Red Chilli powder",https://www.archanaskitchen.com/jain-style-corn-palak-recipe
Breakfast Bar Recipe With Berries Quinoa & Oats,"Quinoa, Instant Oats (Oatmeal), Oat bran, Wheat Bran, Peanut Butter, Honey, Cranberries, Whole Almonds (Badam)",https://www.archanaskitchen.com/breakfast-bar-recipe-with-berries-quinoa-oats
Authentic Godumai Dosai Recipe - Whole Wheat Flour Crepes,"Whole Wheat Flour, Curd (Dahi / Yogurt), Onions, Green Chilli, Coriander (Dhania) Leaves, Curry leaves, Salt, Sesame (Gingelly) Oil",https://www.archanaskitchen.com/godumai-dosai-whole-wheat-flour-crepes-recipe
Arunachal Pradesh Zan Recipe - Finger Millet Porridge with Vegetables Recipe,"Ragi Flour (Finger Millet/ Nagli), Water, Carrot (Gajjar), Spinach, Soybeans (Whole Soya dal), Green peas (Matar), Salt, Black pepper powder, Coriander (Dhania) Leaves, Ghee",https://www.archanaskitchen.com/arunachal-pradesh-zan-recipe-finger-millet-porridge-with-vegetables-recipe
Besan Katli Ki Sabzi Recipe,"Gram flour (besan), Green Chilli, Garlic, Turmeric powder (Haldi), Salt, Water, Ghee, Onion, Ginger Garlic Paste, Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Coriander (Dhania) Leaves, Garam masala powder, Homemade tomato puree, Cumin seeds (Jeera)",https://www.archanaskitchen.com/besan-katli-ki-sabzi-recipe
Beetroot Carrot Halwa Recipe,"Beetroot, Carrot (Gajjar), Ghee, Milk, Fresh cream, Sugar, Cardamom Powder (Elaichi), Saffron strands, Whole Almonds (Badam), Cashew nuts, Sultana Raisins",https://www.archanaskitchen.com/beetroot-and-carrot-halwa-a-delicious-indian-pudding
Papaya and Carrot Halwa Recipe,"Papaya, Carrot (Gajjar), Sugar, Milk, Cardamom Powder (Elaichi), Saffron strands, Whole Almonds (Badam), Ghee",https://www.archanaskitchen.com/papaya-and-carrot-halwa-recipe
Authentic Nimki Recipe - Evening Tea Time Snack,"All Purpose Flour (Maida), Salt, Ghee, Ajwain (Carom seeds), Ghee, Chaat Masala Powder, Oil",https://www.archanaskitchen.com/authentic-nimki-recipe-evening-tea-time-snack
Baked Multigrain Mathri Recipe with Italian Flavors,"Whole Wheat Flour, All Purpose Flour (Maida), Ragi Flour (Finger Millet/ Nagli), Extra Virgin Olive Oil, Italian seasoning, Baking powder, Salt, Black pepper powder, Milk",https://www.archanaskitchen.com/baked-multigrain-mathri-italian-flavored-crackers
Mint And Coriander Spicy Multigrain Cracker Recipe (Mathri),"Whole Wheat Flour, Gram flour (besan), Ragi Flour (Finger Millet/ Nagli), Turmeric powder (Haldi), Ghee, Sesame seeds (Til seeds), Cumin seeds (Jeera), Ajwain (Carom seeds), Whole Black Peppercorns, Mint Leaves (Pudina), Coriander (Dhania) Leaves, Ginger, Green Chilli, Salt, Oil",https://www.archanaskitchen.com/spiced-multigrain-tea-time-crackers-flavored-with-coriander-and-mint
Evergreen Smoothie Recipe,"Spinach Leaves (Palak), Bottle gourd (lauki), Curd (Dahi / Yogurt), Mint Leaves (Pudina), Rock Salt, Ajwain (Carom seeds), Amla (Nellikai/ Gooseberry), Lemon juice",https://www.archanaskitchen.com/evergreen-smoothie-recipe
Kerala Style Prawns & Shrimp Biryani  -Chemmeen Biryani Recipe,"Basmati rice, Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Coriander (Dhania) Leaves, Mint Leaves (Pudina), Ghee, Lemon juice, Salt, Prawns, Ginger Garlic Paste, Red Chilli powder, Whole Black Peppercorns, Salt, Onions, Ginger, Garlic, Green Chillies, Tomatoes, Fresh coconut, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Curd (Dahi / Yogurt), Cashew nuts, Garam masala powder, Oil, Salt, Cashew nuts, Sultana Raisins, Onion, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Mint Leaves (Pudina)",https://www.archanaskitchen.com/kerala-style-prawns-shrimp-biryani-chemmeen-biryani-recipe
Pappu Chekkalu Recipe - Andhra Style Spiced Rice Cracker,"Rice flour, Chana dal (Bengal Gram Dal), Roasted Peanuts (Moongphali), Green Chillies, Ginger, Oil, Curry leaves, Salt",https://www.archanaskitchen.com/pappu-chekkalu-recipe-andhra-style-spiced-rice-cracker
Mahunada Khaja Recipe - Rose Cookie Recipe,"All Purpose Flour (Maida), Rice flour, Caster Sugar, Cardamom Powder (Elaichi), Sesame seeds (Til seeds), Milk, Oil",https://www.archanaskitchen.com/mahunada-khaja-recipe-andhra-style-gulabi-puvvulu
Herbed Cheesy Bun Recipe,"All Purpose Flour (Maida), Milk, Sugar, Oil, Active dry yeast, Salt, Lukewarm Water, All Purpose Flour (Maida), Oil, Carrot (Gajjar), Green Bell Pepper (Capsicum), Cabbage (Patta Gobi/ Muttaikose), Oil, Butter (Salted), Roasted tomato pasta sauce, Red Chilli sauce, Dried oregano, Dried Thyme Leaves, Red Chilli flakes, Black pepper powder, Cheese, Oil",https://www.archanaskitchen.com/herbed-cheesy-bun-munch-recipe
Vegetable Biryani Recipe With Chatpata Aloo,"Basmati rice, Water, Onions, Ginger, Green Chillies, Garlic, Oil, Red Yellow or Green Bell Pepper (Capsicum), Carrot (Gajjar), Ghee, Star anise, Cloves (Laung), Cinnamon Stick (Dalchini), Dry Red Chilli, Bay leaves (tej patta), Whole Black Peppercorns, Turmeric powder (Haldi), Black pepper powder, Red Chilli powder, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Amchur (Dry Mango Powder), Salt, Potatoes (Aloo), Chaat Masala Powder, Lemon juice, Black pepper powder, Salt",https://www.archanaskitchen.com/vegetable-biryani-recipe-with-chatpata-aloo
Herbed Potato Salad Recipe,"Potatoes (Aloo), Vegetable stock, Garlic, Curd (Dahi / Yogurt), Mixed Herbs (Dried), Classic Mayonnaise (With Egg), Fresh cream, Vinegar, Coriander (Dhania) Leaves, Spring Onion Greens, Salt and Pepper",https://www.archanaskitchen.com/herbed-potato-salad-recipe
